County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020,,,,,,
,,,,,,
#352 - Guadalupe City,,,,,,
"Lat 34-57-45, Long 120-34-17, Elev 85 ft",,,,,,
352,1943,1943,2,8,0.19,
352,1943,1943,2,16,0.02,
352,1943,1943,2,17,0.09,
352,1943,1943,2,20,0.05,
352,1943,1943,2,21,0.37,
352,1943,1943,2,22,0.02,
352,1943,1943,2,23,0.27,
352,1943,1943,3,2,0.08,
352,1943,1943,3,3,0.17,
352,1943,1943,3,4,0.18,
352,1943,1943,3,5,0.06,
352,1943,1943,3,6,0.03,
352,1943,1943,3,7,0.27,
352,1943,1943,3,8,0.23,
352,1943,1943,3,9,0.28,
352,1943,1943,3,10,0.02,
352,1943,1943,3,13,0.03,
352,1943,1943,3,17,0.07,
352,1943,1943,3,29,0.06,
352,1943,1943,4,5,0.70,
352,1943,1943,4,6,0.05,
352,1943,1943,4,7,0.08,
352,1943,1943,4,11,0.05,
352,1943,1943,4,27,0.09,
352,1944,1943,10,18,0.56,
352,1944,1943,10,19,0.04,
352,1944,1943,10,20,0.09,
352,1944,1943,10,26,0.13,
352,1944,1943,10,28,0.09,
352,1944,1943,11,16,0.01,
352,1944,1943,11,17,0.01,
352,1944,1943,11,19,0.23,
352,1944,1943,11,21,0.07,
352,1944,1943,12,5,0.30,
352,1944,1943,12,10,0.29,
352,1944,1943,12,11,0.01,
352,1944,1943,12,18,0.21,
352,1944,1943,12,19,0.09,
352,1944,1943,12,20,0.23,
352,1944,1943,12,27,0.19,
352,1944,1943,12,28,0.98,
352,1944,1943,12,29,0.26,
352,1944,1943,12,30,0.14,
352,1944,1944,1,1,0.13,
352,1944,1944,1,2,0.15,
352,1944,1944,1,3,0.06,
352,1944,1944,1,5,0.29,
352,1944,1944,1,23,0.27,
352,1944,1944,1,24,0.04,
352,1944,1944,1,26,0.07,
352,1944,1944,1,29,0.12,
352,1944,1944,2,3,0.73,
352,1944,1944,2,8,0.35,
352,1944,1944,2,19,0.48,
352,1944,1944,2,20,1.11,
352,1944,1944,4,10,0.08,
352,1944,1944,4,19,0.04,
352,1944,1944,4,26,1.12,
352,1944,1944,5,15,0.03,
352,1944,1944,5,17,0.06,
352,1945,1944,10,31,0.05,
352,1945,1944,11,4,0.33,
352,1945,1944,11,6,0.03,
352,1945,1944,11,9,0.05,
352,1945,1944,11,10,0.12,
352,1945,1944,11,11,0.54,
352,1945,1944,11,12,0.20,
352,1945,1944,11,13,0.15,
352,1945,1944,11,14,0.02,
352,1945,1944,11,29,0.03,
352,1945,1944,12,1,0.27,
352,1945,1944,12,18,0.02,
352,1945,1944,12,22,0.47,
352,1945,1944,12,27,0.46,
352,1945,1944,12,28,0.23,
352,1945,1945,1,30,0.10,
352,1945,1945,1,31,0.30,
352,1945,1945,2,1,2.28,
352,1945,1945,2,2,0.16,
352,1945,1945,2,3,0.10,
352,1945,1945,2,4,0.10,
352,1945,1945,2,5,0.20,
352,1945,1945,2,17,0.04,
352,1945,1945,2,27,0.06,
352,1945,1945,3,1,0.29,
352,1945,1945,3,3,0.19,
352,1945,1945,3,4,0.11,
352,1945,1945,3,14,0.23,
352,1945,1945,3,16,0.51,
352,1945,1945,3,17,0.02,
352,1945,1945,3,20,0.13,
352,1945,1945,3,22,0.51,
352,1945,1945,3,25,0.47,
352,1945,1945,8,17,0.02,
352,1946,1945,9,2,0.39,
352,1946,1945,10,29,0.20,
352,1946,1945,10,30,0.05,
352,1946,1945,11,6,0.04,
352,1946,1945,11,10,0.04,
352,1946,1945,11,15,0.04,
352,1946,1945,11,24,0.11,
352,1946,1945,11,28,0.28,
352,1946,1945,12,4,0.24,
352,1946,1945,12,5,0.26,
352,1946,1945,12,21,1.01,
352,1946,1945,12,24,0.02,
352,1946,1946,1,2,0.19,
352,1946,1946,1,4,0.18,
352,1946,1946,2,2,0.84,
352,1946,1946,2,3,0.18,
352,1946,1946,2,4,0.08,
352,1946,1946,2,10,0.04,
352,1946,1946,2,14,0.08,
352,1946,1946,2,19,0.09,
352,1946,1946,3,11,0.14,
352,1946,1946,3,18,0.52,
352,1946,1946,3,19,0.23,
352,1946,1946,3,27,0.12,
352,1946,1946,3,28,0.37,
352,1946,1946,3,29,1.30,
352,1946,1946,3,30,0.03,
352,1946,1946,3,31,0.02,
352,1946,1946,5,21,0.01,
352,1946,1946,5,26,0.10,
352,1947,1946,9,30,0.22,
352,1947,1946,10,15,0.10,
352,1947,1946,11,11,0.10,
352,1947,1946,11,12,0.49,
352,1947,1946,11,13,0.51,
352,1947,1946,11,19,0.67,
352,1947,1946,11,22,0.42,
352,1947,1946,11,23,0.06,
352,1947,1946,12,4,0.10,
352,1947,1946,12,5,0.16,
352,1947,1946,12,6,0.19,
352,1947,1946,12,23,0.04,
352,1947,1946,12,24,0.30,
352,1947,1946,12,25,0.05,
352,1947,1946,12,26,0.26,
352,1947,1946,12,27,0.12,
352,1947,1947,1,28,0.34,
352,1947,1947,2,8,0.03,
352,1947,1947,2,9,0.22,
352,1947,1947,2,12,0.30,
352,1947,1947,2,16,0.02,
352,1947,1947,3,1,0.04,
352,1947,1947,3,3,0.16,
352,1947,1947,3,7,0.08,
352,1947,1947,3,18,0.04,
352,1947,1947,3,22,0.02,
352,1947,1947,3,27,0.36,
352,1947,1947,3,29,0.18,
352,1947,1947,4,2,0.11,
352,1947,1947,4,3,0.10,
352,1947,1947,4,21,0.03,
352,1947,1947,4,25,0.07,
352,1947,1947,5,26,0.40,
352,1947,1947,6,4,0.01,
352,1948,1947,10,16,0.34,
352,1948,1947,10,28,0.08,
352,1948,1947,11,15,0.13,
352,1948,1947,12,17,0.09,
352,1948,1947,12,20,0.30,
352,1948,1948,1,2,0.02,
352,1948,1948,2,1,0.11,
352,1948,1948,2,4,0.38,
352,1948,1948,2,5,0.11,
352,1948,1948,2,6,0.22,
352,1948,1948,2,8,0.03,
352,1948,1948,2,9,0.25,
352,1948,1948,2,12,0.30,
352,1948,1948,3,1,0.04,
352,1948,1948,3,3,0.16,
352,1948,1948,3,7,0.08,
352,1948,1948,3,22,0.02,
352,1948,1948,3,27,0.36,
352,1948,1948,3,29,0.18,
352,1948,1948,4,2,0.11,
352,1948,1948,4,3,0.10,
352,1948,1948,4,21,0.03,
352,1948,1948,5,26,0.40,
352,1948,1948,6,4,0.01,
352,1948,1948,6,7,0.06,
352,1949,1948,10,11,0.06,
352,1949,1948,12,3,0.21,
352,1949,1948,12,5,0.04,
352,1949,1948,12,13,0.04,
352,1949,1948,12,14,0.19,
352,1949,1948,12,16,0.49,
352,1949,1948,12,17,0.29,
352,1949,1948,12,24,0.14,
352,1949,1948,12,26,1.16,
352,1949,1948,12,27,0.08,
352,1949,1948,12,31,0.06,
352,1949,1949,1,1,0.02,
352,1949,1949,1,19,0.15,
352,1949,1949,1,21,0.30,
352,1949,1949,1,22,0.27,
352,1949,1949,1,23,0.09,
352,1949,1949,2,2,0.06,
352,1949,1949,2,4,0.08,
352,1949,1949,2,5,0.02,
352,1949,1949,2,6,0.25,
352,1949,1949,2,11,0.14,
352,1949,1949,2,23,0.05,
352,1949,1949,2,24,0.07,
352,1949,1949,2,26,0.32,
352,1949,1949,3,1,0.04,
352,1949,1949,3,2,0.03,
352,1949,1949,3,3,1.30,
352,1949,1949,3,4,0.02,
352,1949,1949,3,5,0.17,
352,1949,1949,3,6,0.02,
352,1949,1949,3,10,0.13,
352,1949,1949,3,11,0.02,
352,1949,1949,3,15,0.05,
352,1949,1949,3,18,0.01,
352,1949,1949,3,19,0.83,
352,1949,1949,3,22,0.19,
352,1949,1949,3,23,0.11,
352,1949,1949,3,24,0.05,
352,1949,1949,4,1,0.02,
352,1949,1949,4,16,0.18,
352,1949,1949,5,17,0.02,
352,1949,1949,5,18,1.07,
352,1950,1949,10,6,0.02,
352,1950,1949,10,18,0.01,
352,1950,1949,11,3,0.06,
352,1950,1949,11,7,0.16,
352,1950,1949,11,9,0.33,
352,1950,1949,11,10,0.08,
352,1950,1949,12,7,1.65,
352,1950,1949,12,8,0.01,
352,1950,1949,12,14,0.30,
352,1950,1949,12,15,0.04,
352,1950,1949,12,17,0.18,
352,1950,1949,12,18,0.08,
352,1950,1950,1,2,0.06,
352,1950,1950,1,7,0.02,
352,1950,1950,1,8,0.49,
352,1950,1950,1,10,0.54,
352,1950,1950,1,11,0.14,
352,1950,1950,1,13,0.10,
352,1950,1950,1,14,0.13,
352,1950,1950,1,16,0.17,
352,1950,1950,1,23,0.03,
352,1950,1950,1,27,0.02,
352,1950,1950,1,28,0.30,
352,1950,1950,2,4,0.37,
352,1950,1950,2,5,0.65,
352,1950,1950,2,6,0.02,
352,1950,1950,2,9,0.23,
352,1950,1950,2,10,0.07,
352,1950,1950,3,1,0.03,
352,1950,1950,3,22,0.01,
352,1950,1950,3,24,0.65,
352,1950,1950,3,25,0.04,
352,1950,1950,4,7,0.08,
352,1950,1950,4,8,0.06,
352,1950,1950,5,2,0.07,
352,1950,1950,6,10,0.89,
352,1951,1950,10,22,0.05,
352,1951,1950,10,25,0.02,
352,1951,1950,10,26,0.70,
352,1951,1950,10,30,0.04,
352,1951,1950,11,12,0.09,
352,1951,1950,11,13,0.22,
352,1951,1950,11,17,0.20,
352,1951,1950,11,18,0.10,
352,1951,1950,11,19,0.40,
352,1951,1950,11,20,0.09,
352,1951,1950,11,30,0.08,
352,1951,1950,12,3,0.23,
352,1951,1950,12,13,0.06,
352,1951,1950,12,14,0.16,
352,1951,1950,12,25,0.22,
352,1951,1951,1,3,0.02,
352,1951,1951,1,4,0.28,
352,1951,1951,1,9,0.48,
352,1951,1951,1,10,0.04,
352,1951,1951,1,11,0.19,
352,1951,1951,1,15,0.24,
352,1951,1951,1,17,0.01,
352,1951,1951,1,18,0.32,
352,1951,1951,1,27,0.27,
352,1951,1951,1,28,0.29,
352,1951,1951,2,11,0.04,
352,1951,1951,2,17,0.01,
352,1951,1951,2,22,0.04,
352,1951,1951,2,23,0.07,
352,1951,1951,2,26,0.80,
352,1951,1951,2,27,0.09,
352,1951,1951,2,28,0.57,
352,1951,1951,3,1,0.12,
352,1951,1951,3,4,0.12,
352,1951,1951,3,5,0.06,
352,1951,1951,4,4,0.01,
352,1951,1951,4,18,0.25,
352,1951,1951,4,24,0.41,
352,1951,1951,4,25,0.15,
352,1951,1951,4,28,0.43,
352,1951,1951,6,17,0.01,
352,1952,1951,9,17,0.01,
352,1952,1951,10,24,0.21,
352,1952,1951,10,25,0.15,
352,1952,1951,11,11,0.03,
352,1952,1951,11,19,0.50,
352,1952,1951,11,20,0.41,
352,1952,1951,11,21,0.13,
352,1952,1951,12,1,0.19,
352,1952,1951,12,3,0.21,
352,1952,1951,12,4,0.59,
352,1952,1951,12,12,0.26,
352,1952,1951,12,18,0.22,
352,1952,1951,12,27,0.02,
352,1952,1951,12,28,0.16,
352,1952,1951,12,29,0.39,
352,1952,1951,12,30,0.18,
352,1952,1952,1,6,0.79,
352,1952,1952,1,7,0.24,
352,1952,1952,1,11,0.05,
352,1952,1952,1,12,0.05,
352,1952,1952,1,13,0.06,
352,1952,1952,1,14,0.69,
352,1952,1952,1,15,0.53,
352,1952,1952,1,16,0.89,
352,1952,1952,1,17,0.32,
352,1952,1952,1,20,0.03,
352,1952,1952,1,24,1.50,
352,1952,1952,2,1,0.06,
352,1952,1952,2,11,0.14,
352,1952,1952,2,18,0.09,
352,1952,1952,2,19,0.05,
352,1952,1952,2,20,0.14,
352,1952,1952,2,29,0.30,
352,1952,1952,3,1,0.11,
352,1952,1952,3,3,0.12,
352,1952,1952,3,6,1.57,
352,1952,1952,3,7,0.17,
352,1952,1952,3,8,0.02,
352,1952,1952,3,9,0.10,
352,1952,1952,3,11,0.37,
352,1952,1952,3,12,0.17,
352,1952,1952,3,13,0.17,
352,1952,1952,3,14,1.47,
352,1952,1952,3,15,0.26,
352,1952,1952,3,16,0.02,
352,1952,1952,3,17,0.05,
352,1952,1952,3,18,0.12,
352,1952,1952,3,19,0.17,
352,1952,1952,4,6,0.13,
352,1952,1952,4,7,0.26,
352,1952,1952,4,9,0.03,
352,1952,1952,4,10,0.03,
352,1952,1952,4,13,0.03,
352,1952,1952,4,25,0.08,
352,1952,1952,6,5,0.03,
352,1953,1952,11,12,0.04,
352,1953,1952,11,13,0.60,
352,1953,1952,11,14,0.87,
352,1953,1952,11,15,0.81,
352,1953,1952,11,23,0.25,
352,1953,1952,11,29,0.49,
352,1953,1952,12,1,0.67,
352,1953,1952,12,5,0.21,
352,1953,1952,12,6,0.07,
352,1953,1952,12,7,0.18,
352,1953,1952,12,19,0.89,
352,1953,1952,12,20,0.30,
352,1953,1952,12,24,0.03,
352,1953,1952,12,26,0.32,
352,1953,1952,12,27,0.41,
352,1953,1952,12,30,0.78,
352,1953,1953,1,5,0.06,
352,1953,1953,1,6,0.07,
352,1953,1953,1,7,0.11,
352,1953,1953,1,8,0.02,
352,1953,1953,1,12,0.14,
352,1953,1953,1,13,0.40,
352,1953,1953,1,20,0.04,
352,1953,1953,3,1,0.36,
352,1953,1953,3,19,0.09,
352,1953,1953,4,6,0.01,
352,1953,1953,4,10,0.01,
352,1953,1953,4,19,0.34,
352,1953,1953,4,20,0.03,
352,1953,1953,4,26,0.14,
352,1953,1953,4,27,0.37,
352,1953,1953,4,30,0.13,
352,1953,1953,5,27,0.02,
352,1954,1953,11,4,0.18,
352,1954,1953,11,10,0.21,
352,1954,1953,11,13,1.28,
352,1954,1953,11,19,0.11,
352,1954,1953,12,3,0.19,
352,1954,1954,1,10,0.47,
352,1954,1954,1,11,0.36,
352,1954,1954,1,12,0.07,
352,1954,1954,1,17,0.24,
352,1954,1954,1,18,0.03,
352,1954,1954,1,19,0.54,
352,1954,1954,1,23,0.60,
352,1954,1954,1,24,0.45,
352,1954,1954,2,12,0.91,
352,1954,1954,2,13,0.16,
352,1954,1954,2,14,0.04,
352,1954,1954,2,16,0.09,
352,1954,1954,2,17,0.07,
352,1954,1954,3,8,0.10,
352,1954,1954,3,9,0.11,
352,1954,1954,3,10,0.04,
352,1954,1954,3,16,1.15,
352,1954,1954,3,17,0.12,
352,1954,1954,3,19,0.79,
352,1954,1954,3,20,0.08,
352,1954,1954,3,23,0.06,
352,1954,1954,3,24,0.21,
352,1954,1954,3,25,0.05,
352,1954,1954,3,29,0.96,
352,1954,1954,3,30,0.09,
352,1954,1954,4,5,0.05,
352,1954,1954,4,27,0.26,
352,1955,1954,11,11,0.17,
352,1955,1954,11,12,0.15,
352,1955,1954,11,15,0.64,
352,1955,1954,12,2,0.14,
352,1955,1954,12,3,0.37,
352,1955,1954,12,6,0.03,
352,1955,1954,12,9,1.08,
352,1955,1955,1,1,0.55,
352,1955,1955,1,4,0.03,
352,1955,1955,1,9,0.95,
352,1955,1955,1,10,0.11,
352,1955,1955,1,16,0.56,
352,1955,1955,1,17,0.63,
352,1955,1955,1,18,0.40,
352,1955,1955,1,30,0.30,
352,1955,1955,2,16,0.61,
352,1955,1955,2,17,0.09,
352,1955,1955,2,25,0.38,
352,1955,1955,2,26,0.61,
352,1955,1955,3,8,0.04,
352,1955,1955,3,9,0.07,
352,1955,1955,3,10,0.20,
352,1955,1955,4,4,0.09,
352,1955,1955,4,17,0.15,
352,1955,1955,4,20,0.06,
352,1955,1955,4,21,0.97,
352,1955,1955,4,22,0.04,
352,1955,1955,4,25,0.09,
352,1955,1955,4,29,0.49,
352,1955,1955,4,30,0.38,
352,1955,1955,5,2,0.05,
352,1955,1955,5,6,0.46,
352,1955,1955,5,7,0.05,
352,1955,1955,5,20,0.01,
352,1956,1955,11,13,1.30,
352,1956,1955,11,16,0.27,
352,1956,1955,11,20,0.15,
352,1956,1955,12,1,0.14,
352,1956,1955,12,3,0.37,
352,1956,1955,12,5,0.11,
352,1956,1955,12,6,0.20,
352,1956,1955,12,8,0.04,
352,1956,1955,12,19,0.09,
352,1956,1955,12,21,0.04,
352,1956,1955,12,22,0.28,
352,1956,1955,12,23,2.08,
352,1956,1955,12,24,1.47,
352,1956,1955,12,27,0.39,
352,1956,1955,12,30,0.36,
352,1956,1955,12,31,0.08,
352,1956,1956,1,1,0.07,
352,1956,1956,1,5,0.06,
352,1956,1956,1,14,0.06,
352,1956,1956,1,19,0.06,
352,1956,1956,1,20,0.10,
352,1956,1956,1,22,0.14,
352,1956,1956,1,24,1.09,
352,1956,1956,1,25,0.74,
352,1956,1956,1,26,0.23,
352,1956,1956,2,23,0.39,
352,1956,1956,2,24,0.27,
352,1956,1956,2,25,0.06,
352,1956,1956,3,31,0.01,
352,1956,1956,4,10,0.08,
352,1956,1956,4,11,0.67,
352,1956,1956,4,12,0.02,
352,1956,1956,4,25,0.24,
352,1956,1956,4,26,0.07,
352,1956,1956,5,3,0.06,
352,1956,1956,5,8,0.38,
352,1956,1956,5,9,0.04,
352,1957,1956,10,3,0.05,
352,1957,1956,10,4,0.26,
352,1957,1956,10,5,0.03,
352,1957,1956,10,30,0.02,
352,1957,1956,12,4,0.26,
352,1957,1956,12,5,0.25,
352,1957,1957,1,4,0.31,
352,1957,1957,1,5,0.08,
352,1957,1957,1,9,0.04,
352,1957,1957,1,11,0.12,
352,1957,1957,1,12,0.58,
352,1957,1957,1,20,0.63,
352,1957,1957,1,23,0.35,
352,1957,1957,1,25,0.39,
352,1957,1957,1,28,0.06,
352,1957,1957,1,29,0.16,
352,1957,1957,2,2,0.03,
352,1957,1957,2,7,0.41,
352,1957,1957,2,8,0.58,
352,1957,1957,2,9,0.04,
352,1957,1957,2,18,0.05,
352,1957,1957,2,22,0.53,
352,1957,1957,2,23,0.01,
352,1957,1957,2,27,0.37,
352,1957,1957,2,28,0.26,
352,1957,1957,3,8,0.09,
352,1957,1957,3,9,0.13,
352,1957,1957,3,11,0.07,
352,1957,1957,3,15,0.23,
352,1957,1957,3,17,0.03,
352,1957,1957,3,18,0.21,
352,1957,1957,4,13,0.06,
352,1957,1957,4,16,0.12,
352,1957,1957,4,17,0.78,
352,1957,1957,4,19,0.14,
352,1957,1957,4,20,0.14,
352,1957,1957,5,8,0.04,
352,1957,1957,5,10,0.05,
352,1957,1957,5,15,0.15,
352,1957,1957,5,18,0.04,
352,1957,1957,5,19,0.28,
352,1957,1957,5,20,0.10,
352,1957,1957,5,28,0.03,
352,1957,1957,6,10,0.20,
352,1958,1957,10,10,0.37,
352,1958,1957,10,12,0.11,
352,1958,1957,10,13,0.41,
352,1958,1957,10,19,0.78,
352,1958,1957,10,20,0.23,
352,1958,1957,10,21,0.28,
352,1958,1957,11,2,0.05,
352,1958,1957,11,14,0.01,
352,1958,1957,11,15,0.09,
352,1958,1957,11,16,0.07,
352,1958,1957,12,4,0.75,
352,1958,1957,12,5,0.16,
352,1958,1957,12,14,0.20,
352,1958,1957,12,15,0.29,
352,1958,1957,12,16,0.55,
352,1958,1957,12,18,0.06,
352,1958,1957,12,21,0.04,
352,1958,1957,12,31,0.04,
352,1958,1958,1,1,0.04,
352,1958,1958,1,8,0.07,
352,1958,1958,1,23,0.02,
352,1958,1958,1,24,0.61,
352,1958,1958,1,25,0.69,
352,1958,1958,1,26,0.09,
352,1958,1958,1,29,0.11,
352,1958,1958,2,1,0.08,
352,1958,1958,2,2,0.87,
352,1958,1958,2,3,0.11,
352,1958,1958,2,4,0.68,
352,1958,1958,2,7,0.10,
352,1958,1958,2,8,0.02,
352,1958,1958,2,12,0.53,
352,1958,1958,2,18,1.14,
352,1958,1958,2,19,0.01,
352,1958,1958,2,24,1.07,
352,1958,1958,2,25,0.11,
352,1958,1958,2,28,0.04,
352,1958,1958,3,6,0.12,
352,1958,1958,3,10,0.31,
352,1958,1958,3,11,0.17,
352,1958,1958,3,12,0.10,
352,1958,1958,3,13,0.12,
352,1958,1958,3,14,0.84,
352,1958,1958,3,15,0.63,
352,1958,1958,3,19,0.03,
352,1958,1958,3,20,0.84,
352,1958,1958,3,21,0.54,
352,1958,1958,3,23,0.16,
352,1958,1958,3,26,0.85,
352,1958,1958,3,27,0.34,
352,1958,1958,3,29,0.12,
352,1958,1958,3,30,0.25,
352,1958,1958,3,31,0.97,
352,1958,1958,4,1,0.81,
352,1958,1958,4,2,0.65,
352,1958,1958,4,3,0.53,
352,1958,1958,4,5,1.47,
352,1958,1958,4,6,0.77,
352,1958,1958,5,21,0.17,
352,1958,1958,5,22,0.05,
352,1959,1958,9,7,0.31,
352,1959,1958,9,8,0.11,
352,1959,1958,9,22,0.30,
352,1959,1958,9,23,0.15,
352,1959,1958,11,10,0.11,
352,1959,1958,11,11,0.05,
352,1959,1958,11,14,0.04,
352,1959,1958,12,24,0.02,
352,1959,1958,12,26,0.13,
352,1959,1958,12,27,0.04,
352,1959,1959,1,5,1.67,
352,1959,1959,1,6,0.17,
352,1959,1959,1,9,0.10,
352,1959,1959,1,12,0.40,
352,1959,1959,1,25,0.03,
352,1959,1959,2,7,0.42,
352,1959,1959,2,9,0.22,
352,1959,1959,2,10,1.40,
352,1959,1959,2,11,0.49,
352,1959,1959,2,15,0.28,
352,1959,1959,2,16,0.25,
352,1959,1959,2,17,0.02,
352,1959,1959,2,18,0.17,
352,1959,1959,2,20,0.74,
352,1959,1959,2,21,0.49,
352,1959,1959,3,22,0.01,
352,1959,1959,4,24,0.04,
352,1959,1959,4,25,0.50,
352,1959,1959,4,26,0.04,
352,1960,1959,9,16,0.02,
352,1960,1959,9,17,0.01,
352,1960,1959,9,18,0.10,
352,1960,1959,9,19,0.41,
352,1960,1959,12,24,0.14,
352,1960,1959,12,25,0.35,
352,1960,1960,1,8,0.03,
352,1960,1960,1,10,1.15,
352,1960,1960,1,11,0.48,
352,1960,1960,1,13,0.54,
352,1960,1960,1,14,0.56,
352,1960,1960,1,21,0.35,
352,1960,1960,1,24,0.10,
352,1960,1960,1,25,0.26,
352,1960,1960,2,1,2.35,
352,1960,1960,2,2,0.08,
352,1960,1960,2,3,0.40,
352,1960,1960,2,5,0.52,
352,1960,1960,2,6,0.02,
352,1960,1960,2,8,0.31,
352,1960,1960,2,9,0.50,
352,1960,1960,2,10,0.09,
352,1960,1960,2,18,0.07,
352,1960,1960,2,29,1.45,
352,1960,1960,3,1,0.06,
352,1960,1960,3,12,0.20,
352,1960,1960,3,28,0.28,
352,1960,1960,4,22,0.39,
352,1960,1960,4,23,0.12,
352,1960,1960,4,26,1.50,
352,1960,1960,4,27,1.05,
352,1961,1960,10,6,0.80,
352,1961,1960,10,7,0.08,
352,1961,1960,11,3,0.08,
352,1961,1960,11,4,0.01,
352,1961,1960,11,5,1.35,
352,1961,1960,11,11,0.22,
352,1961,1960,11,12,0.26,
352,1961,1960,11,13,0.62,
352,1961,1960,11,26,0.70,
352,1961,1960,11,27,0.56,
352,1961,1960,12,10,0.20,
352,1961,1960,12,15,0.10,
352,1961,1961,1,25,0.92,
352,1961,1961,1,26,0.04,
352,1961,1961,2,2,0.10,
352,1961,1961,2,11,0.08,
352,1961,1961,3,4,0.04,
352,1961,1961,3,6,0.04,
352,1961,1961,3,14,0.49,
352,1961,1961,3,15,0.01,
352,1961,1961,3,24,0.08,
352,1961,1961,3,25,0.01,
352,1961,1961,4,5,0.03,
352,1961,1961,4,12,0.02,
352,1961,1961,4,21,0.34,
352,1961,1961,5,6,0.19,
352,1961,1961,8,9,0.24,
352,1962,1961,11,18,1.15,
352,1962,1961,11,20,0.14,
352,1962,1961,11,24,0.02,
352,1962,1961,11,25,1.00,
352,1962,1961,11,29,0.13,
352,1962,1961,11,30,0.05,
352,1962,1961,12,1,1.05,
352,1962,1961,12,2,0.05,
352,1962,1961,12,13,0.07,
352,1962,1961,12,15,0.05,
352,1962,1962,1,12,0.05,
352,1962,1962,1,19,0.90,
352,1962,1962,1,20,0.29,
352,1962,1962,1,21,0.30,
352,1962,1962,1,22,0.25,
352,1962,1962,2,6,0.16,
352,1962,1962,2,7,0.94,
352,1962,1962,2,8,1.04,
352,1962,1962,2,9,1.70,
352,1962,1962,2,10,2.00,
352,1962,1962,2,11,0.50,
352,1962,1962,2,13,0.21,
352,1962,1962,2,14,0.82,
352,1962,1962,2,15,0.13,
352,1962,1962,2,16,0.18,
352,1962,1962,2,18,0.94,
352,1962,1962,2,19,0.32,
352,1962,1962,2,20,1.00,
352,1962,1962,2,23,0.03,
352,1962,1962,2,25,0.38,
352,1962,1962,3,2,0.14,
352,1962,1962,3,3,0.08,
352,1962,1962,3,6,0.80,
352,1962,1962,3,7,0.01,
352,1962,1962,3,14,0.01,
352,1962,1962,3,19,0.05,
352,1962,1962,3,20,0.03,
352,1962,1962,3,23,0.20,
352,1962,1962,4,28,0.10,
352,1962,1962,5,12,0.01,
352,1962,1962,5,17,0.03,
352,1962,1962,5,25,0.01,
352,1962,1962,5,28,0.02,
352,1962,1962,6,14,0.01,
352,1963,1962,10,12,0.03,
352,1963,1962,10,14,0.40,
352,1963,1962,11,1,0.03,
352,1963,1962,12,15,0.49,
352,1963,1963,1,29,0.22,
352,1963,1963,1,30,0.32,
352,1963,1963,1,31,0.38,
352,1963,1963,2,1,0.18,
352,1963,1963,2,8,0.02,
352,1963,1963,2,10,2.50,
352,1963,1963,2,12,0.78,
352,1963,1963,2,13,0.15,
352,1963,1963,3,6,0.05,
352,1963,1963,3,8,0.13,
352,1963,1963,3,14,0.14,
352,1963,1963,3,15,0.03,
352,1963,1963,3,17,1.38,
352,1963,1963,3,22,0.46,
352,1963,1963,3,23,0.26,
352,1963,1963,3,27,1.75,
352,1963,1963,4,8,0.39,
352,1963,1963,4,9,0.03,
352,1963,1963,4,14,0.91,
352,1963,1963,4,16,0.07,
352,1963,1963,4,19,0.06,
352,1963,1963,4,20,0.08,
352,1963,1963,4,21,0.52,
352,1963,1963,4,26,0.56,
352,1963,1963,5,8,0.22,
352,1963,1963,5,9,0.02,
352,1963,1963,5,27,0.20,
352,1963,1963,5,28,0.02,
352,1963,1963,8,7,0.02,
352,1964,1963,9,3,0.13,
352,1964,1963,9,17,0.08,
352,1964,1963,9,18,0.26,
352,1964,1963,10,3,0.02,
352,1964,1963,10,4,0.03,
352,1964,1963,10,11,0.15,
352,1964,1963,10,12,0.35,
352,1964,1963,10,16,0.58,
352,1964,1963,11,4,0.04,
352,1964,1963,11,5,0.43,
352,1964,1963,11,6,0.06,
352,1964,1963,11,14,0.22,
352,1964,1963,11,15,0.13,
352,1964,1963,11,19,0.87,
352,1964,1963,11,20,0.05,
352,1964,1963,11,23,0.09,
352,1964,1963,12,7,0.17,
352,1964,1963,12,8,0.02,
352,1964,1964,1,17,0.16,
352,1964,1964,1,18,0.12,
352,1964,1964,1,19,0.74,
352,1964,1964,1,20,0.75,
352,1964,1964,1,21,0.16,
352,1964,1964,3,1,0.17,
352,1964,1964,3,11,0.04,
352,1964,1964,3,12,0.10,
352,1964,1964,3,21,0.12,
352,1964,1964,3,22,1.02,
352,1964,1964,3,23,0.32,
352,1964,1964,3,24,0.16,
352,1964,1964,3,31,1.17,
352,1964,1964,4,6,0.02,
352,1964,1964,4,22,0.01,
352,1964,1964,4,23,0.07,
352,1964,1964,4,28,0.03,
352,1964,1964,5,4,0.01,
352,1964,1964,5,5,0.21,
352,1964,1964,5,6,0.10,
352,1964,1964,5,16,0.11,
352,1964,1964,5,27,0.10,
352,1964,1964,6,6,0.04,
352,1964,1964,7,27,0.04,
352,1965,1964,10,27,0.37,
352,1965,1964,10,28,1.27,
352,1965,1964,10,29,0.04,
352,1965,1964,10,31,0.12,
352,1965,1964,11,9,0.63,
352,1965,1964,11,10,1.00,
352,1965,1964,11,11,0.14,
352,1965,1964,11,12,0.43,
352,1965,1964,11,13,0.12,
352,1965,1964,12,18,0.22,
352,1965,1964,12,19,0.16,
352,1965,1964,12,21,0.02,
352,1965,1964,12,22,0.31,
352,1965,1964,12,23,0.24,
